"PlayerID","Team","Cap","JumperNo","Name","DOB","Height","Weight","Games","Goals","Seasons","Debut","Last"
1482,"FI","604","22","Hearn, Adrian","1920-03-16","185","78","3 (1-0-2)","1 ","1943","23y 144d","23y 158d"
4606,"FI","630","32","Broadway, Allan","1921-12-04","183","77","3 (2-0-1)","2 ","1946","24y 256d","24y 270d"
4607,"FI","632","3","Chipp, Don","1925-08-21","182","72","3 (3-0-0)","1 ","1947","21y 255d","21y 346d"
4608,"FI","646","21","Brunnen, Gordon","1922-05-11","188","83","3 (0-0-3)","0 ","1948","26y 39d","26y 67d"
4609,"FI","658","21","Wright, Ron","1929-07-25","170","67","3 (2-0-1)","0 ","1949","20y 12d","20y 33d"
4610,"FI","683","11","Tame, Kevin","1931-10-26","178","76","3 (2-0-1)","0 ","1952","20y 295d","20y 309d"
4611,"FI","686","9","Renwick, Reg","1932-02-17","187","80","3 (0-0-3)","0 ","1953","21y 123d","21y 186d"
4612,"FI","710","36","Collins, Bob","1937-01-03","178","72","3 (1-0-2)","0 ","1955","18y 103d","18y 117d"
4613,"FI","716","29","Wilson, Bobby","1934-11-29","171","67","3 (0-0-3)","1 ","1955","20y 250d","20y 264d"
4614,"FI","732","1","Hutchinson, John","1936-07-01","183","83","3 (2-0-1)","3 ","1957","20y 295d","20y 307d"
4615,"FI","748","40","Broockmann, Jim","1936-05-06","192","89","3 (2-0-1)","0 ","1958","22y 18d","22y 39d"
4616,"FI","788","36","Rippon, Barry","1940-03-30","175","73","3 (0-0-3)","5 ","1963","23y 42d","23y 63d"
4617,"FI","808","56","Quaife, Alan","1945-05-03","177","73","3 (0-0-3)","0 ","1964","19y 69d","19y 90d"
4618,"FI","817","28","Johnson, Frank","1936-11-01","187","83","3 (0-0-3)","0 ","1965","28y 195d","28y 209d"
4619,"FI","844","48","Hodgson, Paul","1944-05-20","198","104","3 (1-0-2)","0 ","1966","22y 71d","22y 85d"
4620,"FI","855","18","Hallahan, Mike","1949-03-14","180","80","3 (1-0-2)","0 ","1967","18y 67d","18y 165d"
4621,"FI","862","45","Parker, Ross","1949-01-27","175","68","3 (0-0-3)","2 ","1968","19y 135d","19y 217d"
4622,"FI","864","39","Atkinson, John","1948-04-03","177","73","3 (0-0-3)","1 ","1968","20y 80d","20y 101d"
4623,"FI","865","37","Austin, Jack","1945-10-15","188","81","3 (0-0-3)","1 ","1968","22y 251d","22y 265d"
4624,"FI","947","22","Ward, Glenn","1957-10-22","183","84","3 (1-0-2)","0 ","1977","19y 281d","19y 309d"
3411,"FI","965","41","Early, Phillip","1959-09-30","188","86","3 (1-0-2)","1 ","1980","20y 181d","20y 293d"
255,"FI","1025","20","Gibson, Michael","1965-10-31","187","92","3 (0-0-3)","0 ","1985","19y 248d","19y 304d"
4625,"FI","1041","22","Duthy, Chris","1961-06-19","188","83","3 (2-0-1)","0 ","1987","25y 282d","25y 295d"
4626,"FI","20","0","Whelan, Jim","1871-12-24","0","0","2 (1-0-1)","0 ","1897","25y 135d","25y 156d"
4627,"FI","22","0","Nomens, Fred","1869-10-04","173","0","2 (1-0-1)","1 ","1897","27y 223d","27y 230d"
4628,"FI","44","0","Doherty, Charlie","1876-01-23","178","0","2 (2-0-0)","0 ","1898","22y 121d","22y 139d"
4629,"FI","52","0","Nolan, Tom","1876-12-11","178","0","2 (1-0-1)","0 ","1899","22y 216d","22y 223d"
4630,"FI","55","0","Mulcahy, Jack","1876-08-12","0","0","2 (2-0-0)","0 ","1899","23y","23y 14d"
4631,"FI","59","0","Grace, Joe","1878-10-09","178","0","2 (1-0-1)","0 ","1900","21y 271d","21y 313d"
4632,"FI","84","0","Howard, Fred","1878-01-30","180","0","2 (1-0-1)","0 ","1902","24y 198d","24y 205d"
4633,"FI","87","0","Martin, Charlie","1883-11-02","166","0","2 (2-0-0)","0 ","1903","19y 181d","19y 188d"
4634,"FI","103","0","Douglas, Sonny","1884-02-08","0","0","2 (2-0-0)","1 ","1905","21y 94d","21y 101d"
4635,"FI","106","0","Davison, Sam","1884-02-23","177","0","2 (1-0-1)","0 ","1905","21y 86d","21y 149d"
1412,"FI","110","0","Bradley, Rupe","1881-10-01","175","0","2 (1-0-1)","1 ","1906","24y 223d","24y 230d"
4636,"FI","111","0","Youlden, Joe","1883-11-21","185","0","2 (1-0-1)","0 ","1906","22y 200d","22y 242d"
4637,"FI","113","0","Luff, Jimmy","1887-05-09","175","0","2 (2-0-0)","0 ","1906","19y 59d","19y 108d"
4638,"FI","120","0","Byrne, Herb","1887-10-28","180","0","2 (1-0-1)","0 ","1907","19y 188d","19y 195d"
4639,"FI","133","0","Thorpe, Jim","1884-10-21","175","0","2 (0-0-2)","0 ","1908","23y 194d","23y 236d"
3244,"FI","135","0","Richardson, Ned","1886-05-26","180","0","2 (1-0-1)","0 ","1908-1909","22y 32d","22y 347d"
4640,"FI","158","0","Brophy, Joe","1890-04-05","175","0","2 (0-0-2)","2 ","1910","20y 53d","20y 67d"
4641,"FI","174","0","Markby, Fred","1892-06-29","178","0","2 (1-0-1)","0 ","1911","18y 311d","18y 318d"
1643,"FI","199","0","Downs, Johnny","1890-03-02","165","0","2 (1-0-1)","0 ","1913","23y 55d","23y 62d"
4642,"FI","231","1","Byrne, Charlie","1895-02-23","173","0","2 (0-1-1)","1 ","1916-1917","21y 108d","22y 78d"
4643,"FI","235","2","Barrett, Maurie","1893-06-04","0","0","2 (0-0-2)","1 ","1916","23y 41d","23y 48d"
4644,"FI","241","24","Powditch, Harry","1894-05-21","168","0","2 (1-0-1)","0 ","1917-1918","22y 363d","23y 355d"
4645,"FI","257","27","Byron, Norm","1897-11-04","175","0","2 (2-0-0)","1 ","1918","20y 251d","20y 258d"
3501,"FI","258","26","Nankervis, Vic","1893-01-04","174","75","2 (0-0-2)","1 ","1918","25y 211d","25y 218d"
4646,"FI","275","25","Chapman, Fred","1901-03-21","180","73","2 (1-0-1)","1 ","1920-1921","19y 167d","20y 47d"
1642,"FI","283","33","Key, Alf","1897-11-14","175","0","2 (0-0-2)","0 ","1921","23y 204d","23y 216d"
4647,"FI","302","7","Beeson, Fred","1901-10-22","173","76","2 (2-0-0)","2 ","1924-1925","22y 187d","23y 192d"
4648,"FI","325","23","Curtis, Bill","1902-12-27","183","79","2 (1-0-1)","2 ","1925","22y 182d","22y 196d"
4649,"FI","332","1","Allen, Bob","1908-12-22","0","0","2 (1-0-1)","1 ","1926","17y 151d","17y 158d"
4650,"FI","355","31","Johnston, Allan","1906-07-23","193","85","2 (0-0-2)","0 ","1928","21y 287d","21y 294d"
1301,"FI","358","39","Kick, Ned","1904-10-12","185","80","2 (0-0-2)","1 ","1928","23y 220d","23y 227d"
4651,"FI","369","26","Laurenson, Tom","1906-10-16","178","0","2 (0-0-2)","0 ","1929","22y 193d","22y 214d"
4652,"FI","380","22","McCaffrey, Tom","1905-12-21","180","0","2 (0-0-2)","1 ","1929","23y 176d","23y 190d"
4653,"FI","382","26","Henry, Roy","1907-05-30","179","0","2 (0-0-2)","0 ","1929","22y 23d","22y 30d"
4654,"FI","421","12","Fleming, Frank","1907-03-15","180","0","2 (1-0-1)","1 ","1931","24y 132d","24y 139d"
4655,"FI","426","28","Plunkett, Laurie","1910-03-29","179","0","2 (1-0-1)","0 ","1932","22y 32d","22y 39d"
4656,"FI","436","0","Castles, Stan","1906-06-28","170","0","2 (1-0-1)","3 ","1932","25y 356d","25y 363d"
3540,"FI","441","32","Coates, Wally","1911-01-04","180","76","2 (0-0-2)","0 ","1932","21y 201d","21y 208d"
4657,"FI","451","19","Mitchell, Wally","1908-06-18","182","0","2 (1-0-1)","0 ","1933","24y 343d","25y 48d"
4658,"FI","453","33","Marshall, Keith","1907-04-22","177","0","2 (1-0-1)","5 ","1933","26y 42d","26y 49d"
1324,"FI","456","27","Scharp, Bruce","1905-05-24","175","87","2 (1-0-1)","0 ","1933","28y 31d","28y 38d"
4659,"FI","457","16","Giffen, Keith","1911-09-16","178","0","2 (2-0-0)","0 ","1933","21y 316d","21y 323d"
4660,"FI","461","28","Byrne, Rex","1906-12-08","180","83","2 (1-0-1)","0 ","1934","27y 148d","27y 155d"
2094,"FI","469","19","Muir, Bob","1907-04-06","175","79","2 (1-0-1)","0 ","1934","27y 92d","27y 99d"
4661,"FI","482","19","OBrien, Wally","1907-01-02","170","0","2 (1-0-1)","0 ","1935","28y 199d","28y 206d"
4662,"FI","483","35","Blackley, Len","1915-03-02","175","0","2 (0-0-2)","2 ","1935","20y 175d","20y 189d"
4663,"FI","519","33","Bartling, Charlie","1912-06-03","183","76","2 (2-0-0)","0 ","1937","25y 37d","25y 44d"
4664,"FI","523","0","Young, Charlie","1918-10-10","163","61","2 (0-0-2)","0 ","1937","18y 315d","18y 322d"
4665,"FI","548","37","Besford, Ted","1916-06-28","170","73","2 (2-0-0)","0 ","1939 1941","23y 52d","25y 56d"
4666,"FI","549","0","Martin, Llew","1920-04-25","185","79","2 (1-0-1)","0 ","1939","19y 116d","19y 130d"
3248,"FI","589","11","Hall, Billy","1915-09-30","182","74","2 (1-0-1)","0 ","1942","26y 284d","26y 298d"
4667,"FI","593","1","Rippon, Max","1920-10-11","165","61","2 (1-0-1)","0 ","1943","22y 223d","22y 230d"
4668,"FI","596","11","Brooks, Merv","1919-01-19","182","75","2 (2-0-0)","0 ","1943-1944","24y 137d","25y 115d"
4669,"FI","602","3","Fyffe, Bernie","1921-12-22","163","65","2 (1-0-1)","3 ","1943","21y 221d","21y 228d"
4670,"FI","611","29","Harrow, Jack","1921-04-01","183","80","2 (2-0-0)","0 ","1944","23y 105d","23y 119d"
4671,"FI","659","35","Milburn, Reg","1927-03-25","178","86","2 (1-0-1)","0 ","1949","22y 148d","22y 155d"
4672,"FI","663","14","Fitt, Arthur","1928-02-12","170","75","2 (2-0-0)","0 ","1950","22y 125d","22y 174d"
4673,"FI","674","29","Millington, Ray","1932-05-15","178","76","2 (2-0-0)","0 ","1952","19y 354d","20y 65d"
4674,"FI","687","32","Spooner, Graham","1933-03-02","180","77","2 (1-0-1)","0 ","1953","20y 124d","20y 138d"
4675,"FI","689","0","Cusack, Jim","1930-11-02","188","80","2 (0-0-2)","0 ","1953","22y 286d","22y 293d"
4676,"FI","712","31","Anton, Alan","1933-01-01","180","80","2 (0-0-2)","2 ","1955","22y 112d","22y 119d"
4677,"FI","717","22","Charles, John","1935-09-29","187","86","2 (0-0-2)","0 ","1955","19y 318d","19y 325d"
4678,"FI","718","0","Jarman, Laurie","1935-08-07","183","73","2 (0-0-2)","2 ","1955","20y 6d","20y 13d"
4679,"FI","719","35","Smith, Bill","1936-12-17","182","79","2 (0-0-2)","0 ","1955","18y 239d","18y 246d"
4680,"FI","755","26","Wilson, Alan","1939-11-02","173","81","2 (1-0-1)","2 ","1959","19y 216d","19y 223d"
4681,"FI","768","10","Stevens, Bill","1939-05-26","184","77","2 (2-0-0)","0 ","1961","22y 22d","22y 57d"
4682,"FI","774","24","OKane, Bill","1940-07-01","191","89","2 (1-0-1)","0 ","1962","21y 338d","21y 343d"
4683,"FI","781","46","Eastaway, Bob","1943-01-28","179","75","2 (1-0-1)","0 ","1962","19y 195d","19y 202d"
4684,"FI","784","10","Williams, Brian","1936-09-14","185","99","2 (0-0-2)","0 ","1963","26y 218d","26y 225d"
4685,"FI","797","45","Sadler, Barry","1940-07-03","189","88","2 (0-0-2)","0 ","1963","23y 24d","23y 38d"
4686,"FI","801","36","McKenzie, David","1942-09-01","173","76","2 (0-0-2)","1 ","1964","21y 230d","21y 237d"
4687,"FI","807","43","King, Ross","1943-06-11","188","80","2 (0-0-2)","1 ","1964","21y 23d","21y 30d"
4688,"FI","823","41","Hayton, Bob","1946-03-28","175","73","2 (0-0-2)","2 ","1965","19y 69d","19y 78d"
4689,"FI","839","4","Parker, Kevin","1945-05-08","189","83","2 (0-0-2)","0 ","1966","21y 41d","21y 48d"
4690,"FI","846","41","Drake, Vern","1946-04-16","183","79","2 (0-0-2)","0 ","1966","20y 119d","20y 133d"
2752,"FI","856","8","Telford, Dick","1945-04-02","175","70","2 (1-0-1)","0 ","1967","22y 55d","22y 62d"
4691,"FI","889","28","Skinner, Lyle","1949-01-14","184","83","2 (1-0-1)","1 ","1971","22y 93d","22y 100d"
4692,"FI","931","37","Goonan, Leon","1955-08-30","180","70","2 (0-0-2)","1 ","1976","20y 273d","20y 280d"
4693,"FI","940","13","Vann, Kalev","1956-12-04","185","76","2 (0-0-2)","0 ","1977","20y 189d","20y 224d"
4694,"FI","948","4","Bux, Graham","1957-07-25","183","76","2 (0-0-2)","0 ","1978","20y 250d","20y 257d"
4695,"FI","960","26","MacLeod, Keith","1959-01-06","188","86","2 (1-0-1)","0 ","1979","20y 91d","20y 98d"
4696,"FI","974","44","Gilmore, Mick","1961-08-08","180","80","2 (0-0-2)","1 ","1980","18y 261d","18y 269d"
4697,"FI","991","42","Eaves, Mark","1961-04-03","192","94","2 (1-0-1)","0 ","1982-1983","20y 351d","22y 125d"
4698,"FI","1039","45","Bolden, Darren","1963-02-28","183","83","2 (2-0-0)","2 ","1986","23y 148d","23y 155d"
4699,"FI","1047","55","Roberts, Michael","1959-07-27","180","76","2 (0-0-2)","1 ","1987","27y 316d","27y 321d"
4700,"FI","1052","43","Shaw, Jamie","1966-02-19","193","96","2 (2-0-0)","5 ","1987-1988","21y 163d","22y 45d"
4701,"FI","1059","43","Louttit, Darren","1965-03-26","193","82","2 (0-0-2)","0 ","1988","23y 28d","23y 35d"
4702,"FI","1084","24","Bourke, Matthew","1968-09-09","187","76","2 (0-0-2)","2 ","1991","22y 202d","22y 209d"
4703,"FI","1093","38","Noble, David","1967-05-15","177","76","2 (0-0-2)","0 ","1991","23y 348d","23y 353d"
4704,"FI","1154","13","Frewen, Brent","1977-10-20","195","85","2 (0-0-2)","0 ","1996","18y 197d","18y 204d"
4705,"FI","1155","9","Ramsey, Jason","1975-01-24","189","87","2 (0-0-2)","0 ","1996","21y 157d","21y 164d"
4706,"FI","1156","15","McMahon, Robert","1977-07-28","191","85","2 (0-0-2)","1 ","1996","19y 7d","19y 20d"
4707,"FI","32","0","Yager, Henry","1874-11-28","0","0","1 (1-0-0)","0 ","1897","22y 217d","22y 217d"
4708,"FI","36","0","James, Harry","1877-06-18","0","0","1 (0-0-1)","0 ","1897","20y 43d","20y 43d"
4709,"FI","42","0","Tulloch, Jim","1878-06-27","175","0","1 (0-0-1)","0 ","1898","19y 321d","19y 321d"
4710,"FI","60","0","McGrath, Dave","1872-11-10","170","78","1 (1-0-0)","1 ","1900","27y 274d","27y 274d"
4711,"FI","73","0","Alder, Henry","1874-04-06","0","0","1 (1-0-0)","0 ","1902","28y 34d","28y 34d"
4712,"FI","77","0","Kruse, George","1880-02-02","174","0","1 (1-0-0)","0 ","1902","22y 125d","22y 125d"
3499,"FI","83","0","Trehey, Jack","1882-05-28","0","0","1 (1-0-0)","0 ","1902","20y 66d","20y 66d"
4713,"FI","104","0","Elliott, George","1885-06-01","179","0","1 (1-0-0)","0 ","1905","19y 346d","19y 346d"
1465,"FI","109","0","Neylan, Jim","1885-04-30","0","0","1 (1-0-0)","0 ","1906","21y 5d","21y 5d"
4714,"FI","112","0","Jacobs, Lou","1884-12-16","178","0","1 (1-0-0)","2 ","1906","21y 203d","21y 203d"
4715,"FI","123","0","Mornane, Mick","1886-02-16","182","0","1 (0-0-1)","0 ","1907","21y 91d","21y 91d"
4716,"FI","125","0","Sadlier, Tom","1890-02-21","175","0","1 (0-0-1)","2 ","1907","17y 170d","17y 170d"
4717,"FI","134","0","Campbell, Bill","1883-07-26","175","74","1 (1-0-0)","0 ","1908","24y 295d","24y 295d"
4718,"FI","138","0","Norton, Tom","1886-04-02","177","0","1 (1-0-0)","2 ","1908","22y 156d","22y 156d"
4719,"FI","147","0","Richardson, Norm","1882-03-03","170","0","1 (0-0-1)","0 ","1909","27y 87d","27y 87d"
4720,"FI","149","0","Brophy, Bernie","1889-01-03","180","0","1 (1-0-0)","1 ","1909","20y 155d","20y 155d"
4721,"FI","151","0","ONeill, Sid","1888-07-04","174","0","1 (0-1-0)","0 ","1909","21y 62d","21y 62d"
4722,"FI","159","0","Richardson, Len","1891-02-10","170","0","1 (0-0-1)","0 ","1910","19y 107d","19y 107d"
1528,"FI","163","0","Bartlett, Herman","1892-03-05","0","0","1 (1-0-0)","1 ","1910","18y 105d","18y 105d"
4723,"FI","169","0","Moloughney, Tom","1888-10-08","170","0","1 (0-0-1)","0 ","1911","22y 203d","22y 203d"
4724,"FI","170","0","Murphy, Danny","1884-02-22","175","78","1 (0-0-1)","0 ","1911","27y 66d","27y 66d"
4725,"FI","171","0","Watson, Eric","1893-09-11","171","0","1 (0-0-1)","1 ","1911","17y 230d","17y 230d"
2132,"FI","172","0","Freeman, Artie","1887-09-17","173","0","1 (0-0-1)","0 ","1911","23y 231d","23y 231d"
4726,"FI","186","0","Sheehan, Alby","1887-11-08","177","0","1 (1-0-0)","0 ","1911","23y 263d","23y 263d"
4727,"FI","187","0","Francis, Arthur","1886-12-04","177","0","1 (0-0-1)","0 ","1911","24y 258d","24y 258d"
4728,"FI","205","0","Munro, Don","1891-06-01","174","0","1 (0-0-1)","0 ","1913","21y 336d","21y 336d"
4729,"FI","206","13","Fowler, Orm","1891-12-04","173","0","1 (1-0-0)","0 ","1913","21y 157d","21y 157d"
1629,"FI","209","22","Loughnan, Jack","1889-08-04","183","0","1 (1-0-0)","0 ","1913","23y 293d","23y 293d"
4730,"FI","213","1","Lynch, Roland","1893-03-20","191","89","1 (1-0-0)","0 ","1913","20y 93d","20y 93d"
4731,"FI","217","23","Teasdale, Bob","1891-06-28","182","0","1 (1-0-0)","0 ","1914","22y 336d","22y 336d"
4732,"FI","219","0","Rodgerson, Stan","1894-06-20","184","0","1 (0-0-1)","0 ","1914","20y 70d","20y 70d"
4733,"FI","228","25","Gibaud, Bill","1895-09-01","173","0","1 (0-0-1)","0 ","1916","20y 269d","20y 269d"
4734,"FI","230","4","OKeefe, Frank","1898-04-24","184","82","1 (0-0-1)","1 ","1916","18y 42d","18y 42d"
4735,"FI","234","2","Reeves, Bill","1888-03-22","171","0","1 (0-0-1)","0 ","1916","28y 94d","28y 94d"
4736,"FI","236","27","Walker, Harold","1895-08-20","175","65","1 (0-0-1)","0 ","1916","20y 337d","20y 337d"
4737,"FI","252","19","Zimmer, Cyril","1896-04-21","168","0","1 (0-0-1)","1 ","1918","22y 20d","22y 20d"
4738,"FI","253","2","Beckwith, Wally","1893-05-30","173","0","1 (0-0-1)","0 ","1918","24y 353d","24y 353d"
4739,"FI","262","31","Smith, Syd","1888-11-21","0","0","1 (1-0-0)","3 ","1919","30y 177d","30y 177d"
1475,"FI","265","22","Muir, George","1896-01-11","177","66","1 (1-0-0)","1 ","1919","23y 154d","23y 154d"
4740,"FI","272","23","Chanter, Fred","1892-09-25","187","85","1 (0-0-1)","0 ","1920","27y 261d","27y 261d"
4741,"FI","276","0","Hutchins, Don","1898-04-02","168","0","1 (1-0-0)","2 ","1920","22y 155d","22y 155d"
4742,"FI","281","23","Watson, Harry","1896-07-29","0","0","1 (0-0-1)","0 ","1921","24y 296d","24y 296d"
4743,"FI","290","7","Chalmers, Percy","1896-03-16","0","0","1 (0-0-1)","0 ","1922","26y 58d","26y 58d"
4744,"FI","294","33","Dalitz, Alwin","1894-05-18","180","79","1 (1-0-0)","3 ","1922","28y 121d","28y 121d"
4745,"FI","297","25","Watson, Ernie","1896-12-03","183","87","1 (0-0-1)","0 ","1923","26y 167d","26y 167d"
4746,"FI","308","35","Parks, Doug","1899-06-21","180","0","1 (1-0-0)","1 ","1924","24y 324d","24y 324d"
4747,"FI","309","0","Snell, Roy","1901-03-25","182","0","1 (1-0-0)","0 ","1924","23y 46d","23y 46d"
4748,"FI","310","33","May, Len","1899-04-18","180","78","1 (1-0-0)","0 ","1924","25y 52d","25y 52d"
4749,"FI","330","32","Knipe, Reg","1905-09-30","184","0","1 (0-0-1)","1 ","1926","20y 220d","20y 220d"
4750,"FI","338","16","Brown, Luke","1902-01-20","173","0","1 (1-0-0)","0 ","1926","24y 227d","24y 227d"
4751,"FI","345","26","Hayes, John","1903-04-05","178","73","1 (0-0-1)","0 ","1927","24y 62d","24y 62d"
1537,"FI","347","7","Donald, Bill","1899-07-28","178","0","1 (0-0-1)","0 ","1927","27y 332d","27y 332d"
4752,"FI","350","0","Waterhouse, George","1899-02-04","182","81","1 (0-0-1)","0 ","1927","28y 218d","28y 218d"
4753,"FI","356","25","McKinley, Charlie","1903-10-26","184","83","1 (0-0-1)","0 ","1928","24y 192d","24y 192d"
4754,"FI","362","17","Powell, Henry","1907-09-06","174","0","1 (1-0-0)","0 ","1928","20y 298d","20y 298d"
4755,"FI","365","0","Byrne, Alex","1904-05-21","191","96","1 (0-0-1)","0 ","1929","24y 341d","24y 341d"
4756,"FI","372","29","Harris, Norm","1906-09-11","175","0","1 (1-0-0)","1 ","1929","22y 235d","22y 235d"
4757,"FI","377","12","Cockram, Arthur","1908-04-08","0","0","1 (0-0-1)","0 ","1929","21y 40d","21y 40d"
933,"FI","384","21","Davies, Johnny","1900-02-04","178","80","1 (0-0-1)","0 ","1929","29y 152d","29y 152d"
4758,"FI","389","0","Hall, Bob","1908-10-25","174","0","1 (1-0-0)","0 ","1929","20y 310d","20y 310d"
4759,"FI","399","26","Raymond, Frank","1903-08-21","177","70","1 (0-0-1)","0 ","1930","26y 297d","26y 297d"
4760,"FI","404","26","Fricker, Lindsay","1905-09-29","179","0","1 (0-0-1)","0 ","1930","24y 300d","24y 300d"
4761,"FI","410","13","Verdon, Harry","1909-10-07","174","0","1 (1-0-0)","3 ","1931","21y 221d","21y 221d"
4762,"FI","414","13","Harrington, Tom","1908-09-13","180","0","1 (0-0-1)","0 ","1931","22y 280d","22y 280d"
4763,"FI","420","5","Jones, Stan","1908-10-15","175","0","1 (0-0-1)","0 ","1931","22y 276d","22y 276d"
4764,"FI","422","25","Holmes, Charlie","1910-01-23","183","73","1 (0-0-1)","0 ","1931","21y 218d","21y 218d"
4765,"FI","432","22","Lane, Phil","1911-03-12","170","0","1 (0-0-1)","0 ","1932","21y 63d","21y 63d"
4766,"FI","434","0","McKinley, Joe","1911-08-07","182","83","1 (0-0-1)","0 ","1932","20y 302d","20y 302d"
4767,"FI","458","28","Canaway, Claude","1911-10-26","0","0","1 (1-0-0)","0 ","1933","21y 283d","21y 283d"
1542,"FI","459","23","Kidd, Jack","1908-02-10","183","79","1 (1-0-0)","2 ","1933","25y 176d","25y 176d"
4768,"FI","477","33","Latham, Ron","1913-07-31","173","67","1 (1-0-0)","0 ","1935","21y 312d","21y 312d"
4769,"FI","479","5","Griffin, Ted","1913-03-18","179","0","1 (0-0-1)","1 ","1935","22y 110d","22y 110d"
4770,"FI","484","36","McPhee, Keith","1914-07-10","175","0","1 (0-0-1)","0 ","1935","21y 59d","21y 59d"
3269,"FI","486","0","Crawford, Col","1913-05-14","173","67","1 (0-0-1)","0 ","1936","22y 354d","22y 354d"
4771,"FI","520","0","Butherway, Tom","1914-06-17","0","0","1 (0-0-1)","0 ","1937","23y 44d","23y 44d"
4772,"FI","524","34","Nilan, Allen","1913-04-01","179","72","1 (0-0-1)","0 ","1937","24y 149d","24y 149d"
4773,"FI","527","0","Backway, Fred","1913-10-02","170","64","1 (0-0-1)","0 ","1938","24y 210d","24y 210d"
4774,"FI","531","33","Norman, Jack","1909-08-02","188","89","1 (0-0-1)","1 ","1938","28y 278d","28y 278d"
4775,"FI","537","9","Wegner, Jack","1915-07-21","175","77","1 (0-0-1)","0 ","1938","23y 23d","23y 23d"
4776,"FI","541","20","Norman, Ingy","1911-04-10","185","0","1 (1-0-0)","0 ","1938","27y 139d","27y 139d"
4777,"FI","550","19","Keighery, Mick","1918-06-17","177","0","1 (0-0-1)","0 ","1939","21y 77d","21y 77d"
4778,"FI","574","37","Jones, Bill","1921-12-20","175","71","1 (0-0-1)","0 ","1941","19y 225d","19y 225d"
4779,"FI","582","21","Hammond, Reg","1920-06-15","192","89","1 (0-0-1)","2 ","1942","21y 356d","21y 356d"
4780,"FI","585","30","Muller, Angie","1912-11-13","175","82","1 (1-0-0)","1 ","1942","29y 212d","29y 212d"
4781,"FI","598","17","Patman, Ralph","1916-01-10","175","83","1 (1-0-0)","0 ","1943","27y 160d","27y 160d"
4782,"FI","601","25","Tomkins, Ted","1921-10-03","183","82","1 (0-0-1)","0 ","1943","21y 287d","21y 287d"
4783,"FI","607","0","Walsh, Billy","1911-02-18","177","72","1 (1-0-0)","0 ","1944","33y 78d","33y 78d"
4784,"FI","619","30","White, Ed","1922-04-10","165","65","1 (0-0-1)","0 ","1945","23y 39d","23y 39d"
4785,"FI","626","0","Reidy, Norm","1924-08-02","175","76","1 (1-0-0)","0 ","1946","21y 303d","21y 303d"
4786,"FI","636","35","OReilly, Neil","1925-07-26","196","99","1 (0-0-1)","0 ","1947","21y 316d","21y 316d"
4787,"FI","652","32","Waters, Barry","1928-12-29","178","76","1 (1-0-0)","0 ","1949","20y 136d","20y 136d"
1000,"FI","660","16","Sorrell, Alan","1923-05-23","188","83","1 (0-0-1)","0 ","1950","26y 341d","26y 341d"
4788,"FI","677","9","Blizzard, Kevin","1928-10-13","191","85","1 (1-0-0)","0 ","1952","23y 217d","23y 217d"
4789,"FI","691","34","Ford, John","1931-08-24","178","67","1 (0-0-1)","0 ","1953","21y 363d","21y 363d"
4790,"FI","700","0","Davies, Ray","1932-09-26","175","83","1 (0-1-0)","0 ","1954","21y 231d","21y 231d"
4791,"FI","728","19","Dodd, Colin","1930-05-25","170","72","1 (0-0-1)","0 ","1956","26y 29d","26y 29d"
4792,"FI","731","38","Clancy, Jack","1934-07-13","191","94","1 (1-0-0)","0 ","1957","22y 283d","22y 283d"
4793,"FI","741","43","Chipp, Alan","1937-01-09","181","73","1 (0-0-1)","0 ","1957","20y 178d","20y 178d"
4794,"FI","743","45","Broadbent, Tom","1936-11-12","180","73","1 (1-0-0)","0 ","1957","20y 264d","20y 264d"
4795,"FI","744","26","Rochow, Phil","1937-02-26","183","82","1 (1-0-0)","0 ","1957","20y 179d","20y 179d"
4796,"FI","760","22","Embrey, John","1941-05-02","173","80","1 (0-0-1)","0 ","1960","19y 33d","19y 33d"
4797,"FI","777","22","Renouf, Jim","1940-03-29","180","81","1 (0-0-1)","0 ","1962","22y 100d","22y 100d"
4798,"FI","794","24","Doubleday, Geoff","1940-01-28","189","83","1 (0-0-1)","0 ","1963","23y 145d","23y 145d"
4799,"FI","821","44","Hughson, Denis","1944-08-30","173","74","1 (0-0-1)","1 ","1965","20y 272d","20y 272d"
4800,"FI","822","33","Brady, Terry","1944-06-03","188","80","1 (0-0-1)","1 ","1965","21y 2d","21y 2d"
4801,"FI","825","49","OKeeffe, John","1943-11-24","178","73","1 (1-0-0)","0 ","1965","21y 214d","21y 214d"
4802,"FI","829","19","Corkran, Peter","1948-04-12","175","73","1 (0-0-1)","0 ","1966","18y 11d","18y 11d"
4803,"FI","854","39","Smith, Gavin","1947-09-22","183","87","1 (0-0-1)","0 ","1967","19y 233d","19y 233d"
4804,"FI","857","0","Kuka, Andrew","1951-05-09","192","83","1 (0-0-1)","0 ","1967","16y 46d","16y 46d"
4805,"FI","870","49","Martin, Harold","1950-01-05","188","83","1 (0-0-1)","0 ","1968","18y 232d","18y 232d"
4806,"FI","878","42","Weightman, Peter","1949-05-15","170","67","1 (0-0-1)","1 ","1969","20y 23d","20y 23d"
4807,"FI","884","27","Bennett, Lawrie","1949-01-29","178","89","1 (0-0-1)","0 ","1970","21y 137d","21y 137d"
1360,"FI","898","31","Amos, Mark","1951-08-05","189","92","1 (0-0-1)","1 ","1972","20y 324d","20y 324d"
